serial_no,abandon_dt,amend_reg_dt,amend_lb_for_app_in,amend_lb_for_reg_in,amend_lb_itu_in,amend_lb_use_in,reg_cancel_cd,reg_cancel_dt,cancel_pend_in,cert_mark_in,chg_reg_in,coll_memb_mark_in,coll_serv_mark_in,coll_trade_mark_in,draw_color_cur_in,draw_color_file_in,concur_use_in,concur_use_pend_in,file_location,draw_3d_cur_in,draw_3d_file_in,exm_attorney_name,lb_use_file_in,lb_for_app_cur_in,lb_for_reg_cur_in,lb_intl_reg_cur_in,lb_for_app_file_in,lb_for_reg_file_in,lb_intl_reg_file_in,lb_none_cur_in,filing_dt,for_priority_in,lb_itu_cur_in,lb_itu_file_in,interfer_pend_in,exm_office_cd,file_location_dt,mark_draw_cd,mark_id_char,opposit_pend_in,amend_principal_in,concur_use_pub_in,publication_dt,registration_dt,renewal_dt,renewal_file_in,repub_12c_dt,repub_12c_in,incontest_ack_in,incontest_file_in,acq_dist_in,acq_dist_part_in,use_afdv_acc_in,use_afdv_file_in,use_afdv_par_acc_in,serv_mark_in,std_char_claim_in,cfh_status_cd,cfh_status_dt,amend_supp_reg_in,supp_reg_in,trade_mark_in,lb_use_cur_in,lb_none_file_in,ir_auto_reg_dt,ir_first_refus_in,ir_death_dt,ir_publication_dt,ir_registration_dt,ir_registration_no,ir_renewal_dt,ir_status_cd,ir_status_dt,ir_priority_dt,ir_priority_in,related_other_in,registration_no,tad_file_id
71385670,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1936-11-18,0,0,0,0,000,2001-11-26,1000,APPLEBROOK,0,0,0,,1937-04-27,1977-04-27,0,,0,0,0,0,0,0,0,0,0,0,900,1998-02-03,0,0,1,1,0,,,,,,,,,,,,,345440,5
71388104,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1937-01-23,0,0,0,0,000,2001-11-30,3000,BROWNTOWN APPLE BRANDY RICH MELLOW SMOOTH BRAND,0,0,0,,1937-06-22,1977-06-22,0,,0,0,0,0,0,0,0,0,0,0,900,1998-03-30,0,0,1,1,0,,,,,,,,,,,,,347317,5
71390632,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1937-03-29,0,0,0,0,,2008-09-30,5T09,BLACKLEGOL,0,0,0,,1938-12-13,1998-12-13,0,,0,0,0,0,0,0,0,0,0,0,900,2009-07-18,0,0,1,1,0,,,,,,,,,,,,,363041,5
71399599,,,0,0,0,0,2,2001-04-28,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,1,0,0,1,0,0,1937-11-11,0,0,0,0,000,2004-05-05,3000,MERCEDES BENZ,0,0,0,,1940-04-09,1980-04-09,0,,0,0,0,0,0,0,0,0,0,0,710,2001-04-28,0,0,1,1,0,,,,,,,,,,,,0.0,376768,5
71399600,,,0,0,0,0,2,2002-07-20,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,1,0,0,1,0,0,1937-11-11,0,0,0,0,000,2004-05-20,3000,MERCEDES BENZ,0,0,0,,1941-08-05,1981-08-05,0,,0,0,0,0,0,0,0,0,0,0,710,2002-07-20,0,0,1,1,0,,,,,,,,,,,,0.0,389338,5
71399601,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,1,0,0,1,0,0,1937-11-11,0,0,0,0,000,2001-12-18,3000,MERCEDES BENZ,0,0,0,,1939-06-20,1979-06-20,0,,0,0,0,0,0,0,0,0,0,0,900,2000-12-29,0,0,1,1,0,,,,,,,,,,,,0.0,368407,5
71399602,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,1,0,0,1,0,0,1937-11-11,0,0,0,0,000,2001-12-18,3000,MERCEDES BENZ,0,0,0,,1939-06-13,1979-06-13,0,,0,0,0,0,0,0,0,0,0,0,900,2000-12-29,0,0,1,1,0,,,,,,,,,,,,0.0,368208,5
71399603,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,1,0,0,1,0,0,1937-11-11,0,0,0,0,000,2001-12-14,3000,MERCEDES BENZ,0,0,0,,1939-06-06,1979-06-06,0,,0,0,0,0,0,0,0,0,0,0,900,2000-12-29,0,0,1,1,0,,,,,,,,,,,,0.0,367932,5
71402144,,,0,0,0,0,2,2021-10-15,0,0,1,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1938-01-20,0,0,0,0,,2009-01-13,3R09,STANLEY,0,0,0,,1938-09-06,2008-09-06,0,1990-04-17,1,1,0,0,0,1,0,0,0,0,710,2021-10-15,0,0,1,1,0,,,,,,,,,,,,0.0,359998,5
71402145,,,0,0,0,0,2,2021-10-15,0,0,1,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1938-01-20,0,0,0,0,,2009-05-12,3S09,STANLEY,0,0,0,,1939-05-30,2009-05-30,0,1990-04-17,1,1,0,0,0,1,0,0,0,0,710,2021-10-15,0,0,1,1,0,,,,,,,,,,,,0.0,367726,5
71402146,,,0,0,0,0,2,2021-10-15,0,0,1,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1938-01-20,0,0,0,0,,2009-05-19,3S09,STANLEY,0,0,0,,1939-05-30,2009-05-30,0,1990-04-17,1,1,0,0,0,1,0,0,0,0,710,2021-10-15,0,0,1,1,0,,,,,,,,,,,,0.0,367727,5
71405742,,,0,0,0,0,2,2021-10-15,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1938-04-26,0,0,0,0,,2009-01-12,3S07,STANLEY,0,0,0,,1939-01-03,2009-01-03,0,1990-05-22,1,1,0,0,0,1,0,0,0,0,710,2021-10-15,0,0,1,1,0,,,,,,,,,,,,0.0,363586,5
71416559,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,1,0,0,1,0,0,1939-03-01,0,0,0,0,,2020-10-19,1000,HERMES,0,0,0,,1939-07-18,2019-07-18,1,2004-03-23,1,1,0,0,0,1,0,0,0,0,800,2020-10-19,0,0,1,1,0,,,,,,,,,,,,,369271,5
71416560,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,1,0,0,1,0,0,1939-03-01,0,0,0,0,,2019-09-05,1000,HERMES,0,0,0,,1939-08-01,2019-08-01,1,2004-03-23,1,1,0,0,0,1,0,0,0,0,800,2019-09-05,0,0,1,1,0,,,,,,,,,,,,0.0,369681,5
71416561,,,0,0,0,0,B,,0,0,1,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,1,0,0,1,0,0,1939-03-01,0,0,0,0,,2019-09-03,1000,HERMES,0,0,0,,1939-08-15,2019-08-15,0,2009-10-06,1,1,0,0,0,1,0,1,0,0,800,2019-09-03,0,0,1,1,0,,,,,,,,,,,,0.0,370082,5
71416562,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,1,0,0,1,0,0,1939-03-01,0,0,0,0,,2019-07-24,1000,HERMES,0,0,0,,1939-06-27,2019-06-27,0,2004-04-06,1,1,0,0,0,1,0,0,0,0,800,2019-07-24,0,0,1,1,0,,,,,,,,,,,,,368785,5
71416563,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,1,0,0,1,0,0,1939-03-01,0,0,0,0,,2019-09-05,1000,HERMES,0,0,0,,1939-08-08,2019-08-08,1,2004-03-23,1,1,0,0,0,1,0,0,0,0,800,2019-09-05,0,0,1,1,0,,,,,,,,,,,,0.0,369944,5
71427088,,,0,0,0,0,2,2001-06-22,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1940-01-02,0,0,0,0,000,2004-05-05,1000,APPLECART,0,0,0,,1940-06-11,1980-06-11,0,,0,0,0,0,0,0,0,0,0,0,710,2001-06-22,0,0,1,1,0,,,,,,,,,,,,,378521,5
71433273,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,1931-03-12,0,0,0,0,000,,5000,MARVELAX,0,0,0,,1931-07-14,,0,,0,0,0,0,0,1,0,0,0,0,900,1986-02-25,0,0,1,1,0,,,,,,,,,,,,,284943,5
71436440,,,0,0,0,0,2,2002-03-23,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1940-09-27,0,0,0,0,000,1989-01-11,5000,MARVEL,0,0,0,,1941-03-11,1981-03-11,0,1969-09-02,1,1,0,0,0,1,0,0,0,0,710,2002-03-23,0,0,1,1,0,,,,,,,,,,,,,385616,5
71438053,,,0,0,0,0,2,2002-04-06,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1940-11-19,0,0,0,0,000,1987-01-16,5000,MAD APPLE,0,0,0,,1941-03-25,1981-03-25,0,,0,0,0,0,0,0,0,0,0,0,710,2002-04-06,0,0,1,1,0,,,,,,,,,,,,,386158,5
71440615,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1941-02-13,0,0,0,0,000,1989-06-01,5000,MARVELOKS,0,0,0,,1942-05-12,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-01-10,0,0,1,1,0,,,,,,,,,,,,,395051,5
71444667,,,0,0,0,0,2,2002-08-24,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1941-06-19,0,0,0,0,000,2004-05-21,5000,APPLE.KEG,0,0,0,,1941-11-18,1981-11-18,0,1948-08-17,1,1,0,0,0,1,0,0,0,0,710,2002-08-24,0,0,1,1,0,,,,,,,,,,,,,391684,5
71452241,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1942-04-09,0,0,0,0,000,1989-06-01,1000,MARVELETTE,0,0,0,,1942-08-18,,0,1948-06-08,1,1,0,0,0,1,0,0,0,0,900,1986-01-10,0,0,1,1,0,,,,,,,,,,,,,397121,5
71454143,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1942-07-10,0,0,0,0,000,1989-06-01,5000,MARVEL,0,0,0,,1944-08-15,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-01-10,0,0,1,1,0,,,,,,,,,,,,,408457,5
71456050,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1942-10-07,0,0,0,0,000,1989-06-01,5000,APPLEOSE,0,0,0,,1943-03-16,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-01-10,0,0,1,1,0,,,,,,,,,,,,,400539,5
71462048,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1943-07-13,0,0,0,0,000,1989-06-01,3000,DIAL TONE A MARVEL OF SCIENCE,0,0,0,,1944-01-11,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-01-10,0,0,1,1,0,,,,,,,,,,,,,405146,5
71467432,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1944-02-15,0,0,0,0,000,1989-06-01,1000,GRAPPLE,0,0,0,,1944-08-01,,0,,0,0,0,0,0,0,0,0,0,0,900,1986-01-10,0,0,1,1,0,,,,,,,,,,,,,408284,5
71482973,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1945-05-04,0,0,0,0,000,1996-08-04,1000,MARVEL-SCHEBLER,0,0,0,,1950-04-11,1970-04-11,0,,0,1,0,1,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,0.0,523653,5
71484032,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1945-05-31,0,0,0,0,000,1996-07-26,5000,LIQUID APPLE,0,0,0,,1949-11-01,1969-11-01,0,,0,1,0,1,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,,517033,5
71524745,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,1947-06-24,0,0,0,0,000,,3000,STANLEY,0,0,0,,1947-12-09,,0,,0,0,0,0,0,1,0,0,0,0,900,1986-02-11,0,0,1,1,0,,,,,,,,,,,,,435176,5
71524746,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,1947-06-24,0,0,0,0,000,,3000,STANLEY,0,0,0,,1947-09-09,,0,,0,0,0,0,0,1,0,0,0,0,900,1986-02-11,0,0,1,1,0,,,,,,,,,,,,,432797,5
71527367,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1947-07-05,0,0,0,0,000,1996-06-13,1000,MARVEL,0,0,0,,1948-04-13,1968-04-13,0,,0,1,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,0.0,500063,5
71532582,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1947-08-27,0,0,0,0,000,1996-07-27,5W23,APPLE-TRU,0,0,0,,1950-01-17,1970-01-17,0,,0,1,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,0.0,519880,5
71536817,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1947-10-04,0,0,0,0,000,1996-07-26,1000,PYROLEX,0,0,0,,1949-12-06,1969-12-06,0,,0,1,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,,518328,5
71539757,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,DATA BASE MAINTENANCE SECTION,0,0,,1,0,0,0,0,0,0,0,1947-10-31,0,0,0,0,000,1987-05-15,5000,MARVELARD,0,0,0,,1951-04-24,,0,,0,1,0,0,0,1,0,0,0,0,900,1987-05-15,0,0,1,1,0,,,,,,,,,,,,,541276,5
71539852,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1947-11-01,0,0,0,0,000,1996-07-16,3000,CHANEL NO. 5,0,0,0,,1949-06-14,1969-06-14,0,,0,0,0,0,0,1,0,0,0,0,900,1992-11-03,0,1,1,1,0,,,,,,,,,,,,0.0,511105,5
71540274,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1947-11-06,0,0,0,0,000,1996-08-04,1000,MARVELUE,0,0,0,,1950-09-19,1970-09-19,0,,0,1,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,,530785,5
71550120,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1948-02-19,0,0,0,0,,2019-07-18,5000,CHANEL,0,0,0,,1949-06-14,2019-06-14,0,,0,1,0,1,0,1,0,0,0,0,800,2019-07-18,0,0,1,1,0,,,,,,,,,,,,0.0,510992,5
71550582,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1948-02-26,0,0,0,0,,2019-07-15,1000,CHANEL,0,0,0,,1949-08-02,2019-08-02,0,,0,1,0,1,0,1,0,0,0,0,800,2019-07-15,0,0,1,1,0,,,,,,,,,,,,0.0,513132,5
71551168,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1948-03-04,0,0,0,0,000,1996-07-27,5000,MADEMOISELLE CHANEL 31 RUE CAMBON,0,0,0,,1950-02-28,1970-02-28,0,,0,1,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,0.0,521483,5
71552098,,,0,0,0,0,,,0,0,1,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,0,0,1,0,0,1,0,0,1948-03-16,0,0,0,0,000,1992-07-10,3T19,TESLA,0,0,0,,1952-04-29,1992-04-29,0,,0,0,0,0,0,1,0,0,0,0,900,2003-02-01,0,1,1,0,0,,,,,,,,,,,,,558377,5
71555126,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1948-04-20,0,0,0,0,000,1996-08-04,3000,MARVELLA,0,0,0,,1950-06-20,1970-06-20,0,,0,1,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,0.0,526540,5
71557116,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1948-05-15,0,0,0,0,000,1991-09-25,5S09,FITSRITE AUDIPHONE,0,0,0,,1951-05-29,1991-05-29,0,,0,1,0,1,0,1,0,0,0,0,900,2002-06-08,0,0,1,1,0,,,,,,,,,,,,0.0,542886,5
71557311,,,0,0,0,0,2,2016-04-01,0,0,0,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1948-05-18,0,0,0,0,,2008-10-10,5S09,MARVELOUS,0,0,0,,1951-02-20,2001-02-20,0,,0,1,0,0,0,1,0,0,0,0,710,2016-04-01,0,0,1,1,0,,,,,,,,,,,,,538007,5
71565235,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1948-09-16,0,0,0,0,000,1996-08-04,5000,BOIS DES ILES CHANEL,0,0,0,,1950-05-30,1970-05-30,0,,0,1,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,0.0,525716,5
71566499,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1948-10-06,0,0,0,0,000,1996-08-04,5000,CUIR DE RUSSIE CHANEL,0,0,0,,1950-07-04,1970-07-04,0,,0,1,0,1,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,0.0,527203,5
71567327,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,POST REGISTRATION,0,0,,1,0,0,0,0,0,0,0,1948-08-24,0,0,0,0,000,1994-11-25,5S07,BLACKLEGOL,0,0,0,,1950-01-10,1990-01-10,0,,0,1,0,0,0,1,0,0,0,0,900,2001-01-27,0,0,1,1,0,,,,,,,,,,,,0.0,519760,5
71571985,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1949-01-11,0,0,0,0,000,1988-02-12,1000,"""AN APPLE A DAY IN THE EASIEST WAY""",0,0,0,,1952-07-08,1972-07-08,0,,0,0,0,0,0,1,0,0,0,0,900,1993-04-12,0,1,1,1,0,,,,,,,,,,,,,561291,5
71576536,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1949-04-02,0,0,0,0,,2020-12-01,5S13,APPLE A DAY,0,0,0,,1951-05-01,2021-05-01,0,,0,0,0,0,0,1,0,0,0,0,800,2020-12-01,0,1,1,1,0,,,,,,,,,,,,,541846,5
71584211,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1949-08-29,0,0,0,0,,2022-09-19,5T07,APPLE TOWN,0,0,0,,1951-09-25,2021-09-25,0,,0,1,0,0,0,1,0,0,0,0,800,2022-09-19,0,0,1,1,0,,,,,,,,,,,,,548615,5
71589881,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1949-12-23,0,0,0,0,,2020-06-15,5000,AFFY TAPPLE,0,0,0,,1951-03-27,2021-03-27,0,,0,1,0,0,0,1,0,0,0,0,800,2020-06-15,0,0,1,1,0,,,,,,,,,,,,,540044,5
71591708,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1950-01-31,0,0,0,0,000,1996-09-07,3000,APPLE CHEEK,0,0,0,,1951-09-11,1971-09-11,0,,0,1,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,,547847,5
71596560,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1950-04-29,0,0,0,0,000,1996-09-08,5000,MARVEL-LIFT,0,0,0,,1951-09-25,1971-09-25,0,,0,1,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,,548705,5
71600856,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1950-07-18,0,0,0,0,000,1996-09-08,3000,STANLEY,0,0,0,,1951-12-11,1971-12-11,0,,0,1,0,1,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,0.0,551965,5
71602427,,,0,0,0,0,2,2022-05-13,0,0,1,0,0,0,0,0,0,0,GENERIC WEB UPDATE,0,0,,1,0,0,0,0,0,0,0,1950-08-18,0,0,0,0,,2011-09-30,3S07,STANLEY,0,0,0,,1951-10-30,2011-10-30,0,,0,1,0,0,0,1,0,0,0,0,710,2022-05-13,0,0,1,1,0,,,,,,,,,,,,0.0,550205,5
71603232,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,1950-09-07,0,0,0,0,000,,5000,APPLE BLOSSOM,0,0,0,,1952-05-13,1972-05-13,0,,0,1,0,0,0,1,0,0,0,0,900,1993-02-15,0,0,1,1,0,,,,,,,,,,,,,558745,5
71604400,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1950-10-03,0,0,0,0,000,1996-09-07,3000,STANHOME A STANLEY HOME PRODUCT,0,0,0,,1951-07-17,1971-07-17,0,,0,0,0,0,0,1,0,0,0,0,900,1992-11-03,0,0,1,1,0,,,,,,,,,,,,,545361,5
71606639,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1950-11-18,0,0,0,0,000,1992-04-17,1000,MARVEL,0,0,0,,1952-02-12,1992-02-12,0,,0,1,0,0,0,1,0,0,0,0,900,2002-11-16,0,0,1,1,0,,,,,,,,,,,,,554713,5
71609304,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE DESTROYED,0,0,,1,0,0,0,0,0,0,0,1952-01-02,0,0,0,0,000,1996-09-08,3000,VB APPLE SAUCE,0,0,0,,1952-03-11,1972-03-11,0,,0,0,0,0,0,1,0,0,0,0,900,1992-12-14,0,1,1,1,0,,,,,,,,,,,,0.0,556139,5
71611484,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,0,0,1,0,0,1,0,0,1951-03-17,0,0,0,0,000,,5000,HERMES,0,0,0,,1954-03-02,1974-03-02,0,,0,0,0,0,0,1,0,0,0,0,900,1994-12-05,0,0,1,0,0,,,,,,,,,,,,,586166,5
71611545,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1951-03-19,0,0,0,0,000,1992-08-27,5S09,APPLE TIME,0,0,0,,1952-04-22,1992-04-22,0,,0,1,0,0,0,1,0,0,1,0,900,2003-01-25,0,0,0,1,0,,,,,,,,,,,,,558004,5
71611997,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,1951-03-30,0,0,0,0,000,,5000,BIG APPLE,0,0,0,,1953-08-25,1973-08-25,0,,0,1,0,0,0,1,0,0,0,0,900,1994-05-30,0,0,1,1,0,,,,,,,,,,,,,579002,5
71620230,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,1951-10-19,0,0,0,0,000,,5000,"""MARVEL"" ONCE-AROUND",0,0,0,,1952-06-10,1972-06-10,0,,0,1,0,1,0,1,0,0,0,0,900,1993-03-15,0,0,1,1,0,,,,,,,,,,,,,559978,5
71637337,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1952-10-29,0,0,0,0,000,1994-03-01,3T23,LAWN MARVEL,0,0,0,,1953-08-25,1993-08-25,0,,0,1,0,0,0,1,0,0,0,0,900,2004-05-29,0,0,1,1,0,,,,,,,,,,,,0.0,579140,5
71637338,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1952-10-29,0,0,0,0,000,1994-03-10,3T23,GARDEN MARVEL,0,0,0,,1953-08-25,1993-08-25,0,,0,1,0,0,0,1,0,0,0,0,900,2004-05-29,0,0,1,1,0,,,,,,,,,,,,0.0,579141,5
71638740,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,FILE REPOSITORY (FRANCONIA),0,0,,1,0,0,0,0,0,0,0,1952-11-28,0,0,0,0,000,1994-03-10,3T07,PLANT MARVEL,0,0,0,,1953-08-25,1993-08-25,0,,0,1,0,0,0,1,0,0,0,0,900,2004-05-29,0,0,1,1,0,,,,,,,,,,,,0.0,579160,5
71643537,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,1953-03-12,0,0,0,0,000,,5000,HIDROLEX,0,0,0,,1953-10-20,1973-10-20,0,,0,1,0,0,0,1,0,0,0,0,900,1994-07-25,0,0,1,1,0,,,,,,,,,,,,,581363,5
71647584,,,0,0,0,0,,,0,0,0,0,0,0,0,0,0,0,,0,0,,1,0,0,0,0,0,0,0,1953-05-25,0,0,0,0,000,,5000,MARVELOOM,0,0,0,,1956-08-14,1976-08-14,0,,0,1,0,0,0,1,0,0,0,0,900,1997-05-19,0,0,1,1,0,,,,,,,,,,,,,632627,5
71650280,,,0,0,0,0,2,2020-03-16,0,0,0,0,0,0,0,0,0,0,SCANNING ON DEMAND,0,0,,1,0,0,0,0,0,0,0,1953-07-14,0,0,0,0,,2008-10-27,5S07,APPLE CITY,0,0,0,,1955-06-28,2005-06-28,0,,0,1,0,0,0,1,0,0,0,0,710,2020-03-16,0,0,1,1,0,,,,,,,,,,,,,608049,5
